text_id,sentence_id,paragraph_id,model,segment_order,terms,n_connectors,segment_id,next_sentence_id,normalized_position,connector_type,terms_1,terms_2,transition_id,valid_vector,human_transition_id,human_position,position_gap,cosine_similarity
BASIC_CHATGPT_NATIVE_001,10,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,8,wie und als,2,BASIC_CHATGPT_NATIVE_001_10_11_CCONJ,11,0.3181818181818182,CCONJ,NA,wie und als,BASIC_CHATGPT_NATIVE_001_10_11_CCONJ,TRUE,HUMAN_BASELINE_001_11_12_CCONJ,0.3225806451612903,0.004398826979472137,0.3624204020377347
BASIC_CHATGPT_NATIVE_001,11,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,9,wie und als und,3,BASIC_CHATGPT_NATIVE_001_11_12_CCONJ,12,0.36363636363636365,CCONJ,wie und als,und,BASIC_CHATGPT_NATIVE_001_11_12_CCONJ,TRUE,HUMAN_BASELINE_001_12_13_CCONJ,0.3548387096774194,0.008797653958944274,0.41867485295442086
BASIC_CHATGPT_NATIVE_001,12,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,10,und und,2,BASIC_CHATGPT_NATIVE_001_12_13_CCONJ,13,0.4090909090909091,CCONJ,und,und,BASIC_CHATGPT_NATIVE_001_12_13_CCONJ,TRUE,HUMAN_BASELINE_001_14_15_CCONJ,0.41935483870967744,0.01026392961876832,0.9999999999999998
BASIC_CHATGPT_NATIVE_001,13,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,11,und,1,BASIC_CHATGPT_NATIVE_001_13_14_CCONJ,14,0.45454545454545453,CCONJ,und,NA,BASIC_CHATGPT_NATIVE_001_13_14_CCONJ,TRUE,HUMAN_BASELINE_001_15_16_CCONJ,0.45161290322580644,0.0029325513196480912,0.9999999999999996
BASIC_CHATGPT_NATIVE_001,14,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,12,denn sondern und,1,BASIC_CHATGPT_NATIVE_001_14_15_CCONJ,15,0.5,CCONJ,NA,denn sondern und,BASIC_CHATGPT_NATIVE_001_14_15_CCONJ,TRUE,HUMAN_BASELINE_001_16_17_CCONJ,0.4838709677419355,0.016129032258064502,-0.18650861442574793
BASIC_CHATGPT_NATIVE_001,15,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,13,denn sondern und und,3,BASIC_CHATGPT_NATIVE_001_15_16_CCONJ,16,0.5454545454545454,CCONJ,denn sondern und,und,BASIC_CHATGPT_NATIVE_001_15_16_CCONJ,TRUE,HUMAN_BASELINE_001_18_19_CCONJ,0.5483870967741935,0.0029325513196480912,0.14632750792200275
BASIC_CHATGPT_NATIVE_001,16,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,14,und,2,BASIC_CHATGPT_NATIVE_001_16_18_CCONJ,18,0.5909090909090909,CCONJ,und,NA,BASIC_CHATGPT_NATIVE_001_16_18_CCONJ,TRUE,HUMAN_BASELINE_001_19_20_CCONJ,0.5806451612903226,0.01026392961876832,0.9999999999999996
BASIC_CHATGPT_NATIVE_001,18,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,15,jedoch wie oder,0,BASIC_CHATGPT_NATIVE_001_18_19_CCONJ,19,0.6363636363636364,CCONJ,NA,jedoch wie oder,BASIC_CHATGPT_NATIVE_001_18_19_CCONJ,TRUE,HUMAN_BASELINE_001_20_21_CCONJ,0.6129032258064516,0.02346041055718473,-0.028729182313394525
BASIC_CHATGPT_NATIVE_001,19,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,16,jedoch wie oder und,4,BASIC_CHATGPT_NATIVE_001_19_20_CCONJ,20,0.6818181818181818,CCONJ,jedoch wie oder,und,BASIC_CHATGPT_NATIVE_001_19_20_CCONJ,TRUE,HUMAN_BASELINE_001_23_24_CCONJ,0.7096774193548387,0.027859237536656978,0.028900302924334424
BASIC_CHATGPT_NATIVE_001,20,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,17,und,1,BASIC_CHATGPT_NATIVE_001_20_21_CCONJ,21,0.7272727272727273,CCONJ,und,NA,BASIC_CHATGPT_NATIVE_001_20_21_CCONJ,TRUE,HUMAN_BASELINE_001_24_25_CCONJ,0.7419354838709677,0.014662756598240456,0.11843158217083675
BASIC_CHATGPT_NATIVE_001,21,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,18,und,1,BASIC_CHATGPT_NATIVE_001_21_22_CCONJ,22,0.7727272727272727,CCONJ,NA,und,BASIC_CHATGPT_NATIVE_001_21_22_CCONJ,TRUE,HUMAN_BASELINE_001_25_26_CCONJ,0.7741935483870968,0.0014662756598240456,0.049795893630225796
BASIC_CHATGPT_NATIVE_001,22,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,19,und als,1,BASIC_CHATGPT_NATIVE_001_22_23_CCONJ,23,0.8181818181818182,CCONJ,und,als,BASIC_CHATGPT_NATIVE_001_22_23_CCONJ,TRUE,HUMAN_BASELINE_001_27_28_CCONJ,0.8387096774193549,0.02052785923753664,0.1011153194318274
BASIC_CHATGPT_NATIVE_001,23,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,20,als als,2,BASIC_CHATGPT_NATIVE_001_23_24_CCONJ,24,0.8636363636363636,CCONJ,als,als,BASIC_CHATGPT_NATIVE_001_23_24_CCONJ,TRUE,HUMAN_BASELINE_001_28_29_CCONJ,0.8709677419354839,0.007331378299120228,0.05991118297338638
BASIC_CHATGPT_NATIVE_001,24,BASIC_CHATGPT_NATIVE_001_P04,chatgpt_native,21,als und sondern,1,BASIC_CHATGPT_NATIVE_001_24_25_CCONJ,25,0.9090909090909091,CCONJ,als,und sondern,BASIC_CHATGPT_NATIVE_001_24_25_CCONJ,TRUE,HUMAN_BASELINE_001_29_30_CCONJ,0.9032258064516129,0.0058651026392961825,0.0325871781299994
BASIC_CHATGPT_NATIVE_001,25,BASIC_CHATGPT_NATIVE_001_P04,chatgpt_native,22,und sondern sondern und,2,BASIC_CHATGPT_NATIVE_001_25_26_CCONJ,26,0.9545454545454546,CCONJ,und sondern,sondern und,BASIC_CHATGPT_NATIVE_001_25_26_CCONJ,TRUE,HUMAN_BASELINE_001_31_32_CCONJ,0.967741935483871,0.01319648093841641,-0.005238569361283084
BASIC_CHATGPT_NATIVE_001,2,BASIC_CHATGPT_NATIVE_001_P01,chatgpt_native,1,und,1,BASIC_CHATGPT_NATIVE_001_2_3_CCONJ,3,0,CCONJ,und,NA,BASIC_CHATGPT_NATIVE_001_2_3_CCONJ,TRUE,HUMAN_BASELINE_001_1_2_CCONJ,0,0,0.18272094847259018
BASIC_CHATGPT_NATIVE_001,3,BASIC_CHATGPT_NATIVE_001_P01,chatgpt_native,2,denn,0,BASIC_CHATGPT_NATIVE_001_3_4_CCONJ,4,0.045454545454545456,CCONJ,NA,denn,BASIC_CHATGPT_NATIVE_001_3_4_CCONJ,TRUE,HUMAN_BASELINE_001_2_3_CCONJ,0.03225806451612903,0.013196480938416424,-0.21274463602278426
BASIC_CHATGPT_NATIVE_001,4,BASIC_CHATGPT_NATIVE_001_P01,chatgpt_native,3,denn,2,BASIC_CHATGPT_NATIVE_001_4_5_CCONJ,5,0.09090909090909091,CCONJ,denn,NA,BASIC_CHATGPT_NATIVE_001_4_5_CCONJ,TRUE,HUMAN_BASELINE_001_3_4_CCONJ,0.06451612903225806,0.02639296187683285,-0.24723366926508855
BASIC_CHATGPT_NATIVE_001,5,BASIC_CHATGPT_NATIVE_001_P01,chatgpt_native,4,und,0,BASIC_CHATGPT_NATIVE_001_5_6_CCONJ,6,0.13636363636363635,CCONJ,NA,und,BASIC_CHATGPT_NATIVE_001_5_6_CCONJ,TRUE,HUMAN_BASELINE_001_3_4_CCONJ,0.06451612903225806,0.07184750733137829,0.9999999999999996
BASIC_CHATGPT_NATIVE_001,6,BASIC_CHATGPT_NATIVE_001_P01,chatgpt_native,5,und sondern,2,BASIC_CHATGPT_NATIVE_001_6_7_CCONJ,7,0.18181818181818182,CCONJ,und,sondern,BASIC_CHATGPT_NATIVE_001_6_7_CCONJ,TRUE,HUMAN_BASELINE_001_8_9_CCONJ,0.22580645161290322,0.043988269794721396,0.0233897115162716
BASIC_CHATGPT_NATIVE_001,7,BASIC_CHATGPT_NATIVE_001_P01,chatgpt_native,6,sondern,2,BASIC_CHATGPT_NATIVE_001_7_8_CCONJ,8,0.22727272727272727,CCONJ,sondern,NA,BASIC_CHATGPT_NATIVE_001_7_8_CCONJ,TRUE,HUMAN_BASELINE_001_8_9_CCONJ,0.22580645161290322,0.0014662756598240456,-0.01136561960152438
BASIC_CHATGPT_NATIVE_001,10,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,8,dass dass,2,BASIC_CHATGPT_NATIVE_001_10_11_SCONJ,11,0.3181818181818182,SCONJ,dass dass,NA,BASIC_CHATGPT_NATIVE_001_10_11_SCONJ,TRUE,HUMAN_BASELINE_001_11_12_SCONJ,0.3225806451612903,0.004398826979472137,0.9999999999999999
BASIC_CHATGPT_NATIVE_001,11,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,9,dass,3,BASIC_CHATGPT_NATIVE_001_11_12_SCONJ,12,0.36363636363636365,SCONJ,NA,dass,BASIC_CHATGPT_NATIVE_001_11_12_SCONJ,TRUE,HUMAN_BASELINE_001_11_12_SCONJ,0.3225806451612903,0.04105571847507333,1
BASIC_CHATGPT_NATIVE_001,12,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,10,dass,2,BASIC_CHATGPT_NATIVE_001_12_13_SCONJ,13,0.4090909090909091,SCONJ,dass,NA,BASIC_CHATGPT_NATIVE_001_12_13_SCONJ,TRUE,HUMAN_BASELINE_001_15_16_SCONJ,0.45161290322580644,0.04252199413489732,-0.0015557478076254593
BASIC_CHATGPT_NATIVE_001,13,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,11,um,1,BASIC_CHATGPT_NATIVE_001_13_14_SCONJ,14,0.45454545454545453,SCONJ,NA,um,BASIC_CHATGPT_NATIVE_001_13_14_SCONJ,TRUE,HUMAN_BASELINE_001_15_16_SCONJ,0.45161290322580644,0.0029325513196480912,0.07878403812835305
BASIC_CHATGPT_NATIVE_001,14,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,12,um,1,BASIC_CHATGPT_NATIVE_001_14_15_SCONJ,15,0.5,SCONJ,um,NA,BASIC_CHATGPT_NATIVE_001_14_15_SCONJ,TRUE,HUMAN_BASELINE_001_16_17_SCONJ,0.4838709677419355,0.016129032258064502,0.08235236867607389
BASIC_CHATGPT_NATIVE_001,15,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,13,indem,3,BASIC_CHATGPT_NATIVE_001_15_16_SCONJ,16,0.5454545454545454,SCONJ,NA,indem,BASIC_CHATGPT_NATIVE_001_15_16_SCONJ,TRUE,HUMAN_BASELINE_001_18_19_SCONJ,0.5483870967741935,0.0029325513196480912,-0.2677084180063096
BASIC_CHATGPT_NATIVE_001,16,BASIC_CHATGPT_NATIVE_001_P02,chatgpt_native,14,indem,2,BASIC_CHATGPT_NATIVE_001_16_18_SCONJ,18,0.5909090909090909,SCONJ,indem,NA,BASIC_CHATGPT_NATIVE_001_16_18_SCONJ,TRUE,HUMAN_BASELINE_001_19_20_SCONJ,0.5806451612903226,0.01026392961876832,-0.12354743540406565
BASIC_CHATGPT_NATIVE_001,18,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,15,dass,0,BASIC_CHATGPT_NATIVE_001_18_19_SCONJ,19,0.6363636363636364,SCONJ,NA,dass,BASIC_CHATGPT_NATIVE_001_18_19_SCONJ,TRUE,HUMAN_BASELINE_001_19_20_SCONJ,0.5806451612903226,0.055718475073313734,-0.004748453331478506
BASIC_CHATGPT_NATIVE_001,19,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,16,dass,4,BASIC_CHATGPT_NATIVE_001_19_20_SCONJ,20,0.6818181818181818,SCONJ,dass,NA,BASIC_CHATGPT_NATIVE_001_19_20_SCONJ,TRUE,HUMAN_BASELINE_001_24_25_SCONJ,0.7419354838709677,0.06011730205278598,0.07239455182881084
BASIC_CHATGPT_NATIVE_001,20,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,17,dass,1,BASIC_CHATGPT_NATIVE_001_20_21_SCONJ,21,0.7272727272727273,SCONJ,NA,dass,BASIC_CHATGPT_NATIVE_001_20_21_SCONJ,TRUE,HUMAN_BASELINE_001_24_25_SCONJ,0.7419354838709677,0.014662756598240456,0.07239455182881084
BASIC_CHATGPT_NATIVE_001,21,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,18,dass,1,BASIC_CHATGPT_NATIVE_001_21_22_SCONJ,22,0.7727272727272727,SCONJ,dass,NA,BASIC_CHATGPT_NATIVE_001_21_22_SCONJ,TRUE,HUMAN_BASELINE_001_25_26_SCONJ,0.7741935483870968,0.0014662756598240456,0.07239455182881084
BASIC_CHATGPT_NATIVE_001,22,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,19,um,1,BASIC_CHATGPT_NATIVE_001_22_23_SCONJ,23,0.8181818181818182,SCONJ,NA,um,BASIC_CHATGPT_NATIVE_001_22_23_SCONJ,TRUE,HUMAN_BASELINE_001_27_28_SCONJ,0.8387096774193549,0.02052785923753664,-0.15452165512677724
BASIC_CHATGPT_NATIVE_001,23,BASIC_CHATGPT_NATIVE_001_P03,chatgpt_native,20,um,2,BASIC_CHATGPT_NATIVE_001_23_24_SCONJ,24,0.8636363636363636,SCONJ,um,NA,BASIC_CHATGPT_NATIVE_001_23_24_SCONJ,TRUE,HUMAN_BASELINE_001_28_29_SCONJ,0.8709677419354839,0.007331378299120228,-0.24326728665866865
BASIC_CHATGPT_NATIVE_001,25,BASIC_CHATGPT_NATIVE_001_P04,chatgpt_native,22,dass,2,BASIC_CHATGPT_NATIVE_001_25_26_SCONJ,26,0.9545454545454546,SCONJ,NA,dass,BASIC_CHATGPT_NATIVE_001_25_26_SCONJ,TRUE,HUMAN_BASELINE_001_29_30_SCONJ,0.9032258064516129,0.05131964809384171,0.5940193060003469
BASIC_CHATGPT_NATIVE_001,3,BASIC_CHATGPT_NATIVE_001_P01,chatgpt_native,2,dass,0,BASIC_CHATGPT_NATIVE_001_3_4_SCONJ,4,0.045454545454545456,SCONJ,NA,dass,BASIC_CHATGPT_NATIVE_001_3_4_SCONJ,TRUE,HUMAN_BASELINE_001_3_4_SCONJ,0.06451612903225806,0.019061583577712607,1
BASIC_CHATGPT_NATIVE_001,4,BASIC_CHATGPT_NATIVE_001_P01,chatgpt_native,3,dass,2,BASIC_CHATGPT_NATIVE_001_4_5_SCONJ,5,0.09090909090909091,SCONJ,dass,NA,BASIC_CHATGPT_NATIVE_001_4_5_SCONJ,TRUE,HUMAN_BASELINE_001_4_5_SCONJ,0.0967741935483871,0.0058651026392961825,1
BASIC_CHATGPT_NATIVE_001,5,BASIC_CHATGPT_NATIVE_001_P01,chatgpt_native,4,dass,0,BASIC_CHATGPT_NATIVE_001_5_6_SCONJ,6,0.13636363636363635,SCONJ,NA,dass,BASIC_CHATGPT_NATIVE_001_5_6_SCONJ,TRUE,HUMAN_BASELINE_001_4_5_SCONJ,0.0967741935483871,0.03958944281524926,1
BASIC_CHATGPT_NATIVE_001,6,BASIC_CHATGPT_NATIVE_001_P01,chatgpt_native,5,dass dass,2,BASIC_CHATGPT_NATIVE_001_6_7_SCONJ,7,0.18181818181818182,SCONJ,dass,dass,BASIC_CHATGPT_NATIVE_001_6_7_SCONJ,TRUE,HUMAN_BASELINE_001_4_5_SCONJ,0.0967741935483871,0.08504398826979473,0.9999999999999999
